gl_transaction_id,posting_date,account_code,account_name,debit_amount,credit_amount,description,reference_number,currency,source_document
GL000355,2025-07-14,1001,Checking Account,3002.17,0.0,Control bill especially.,REF703Fn120,USD,BANK_STMT_2025-07
GL000457,2025-07-17,2001,Checking Account,4066.02,0.0,Source serve analysis science understand compare size machine.,REF113uA799,USD,BANK_STMT_2025-07
GL000279,2025-07-17,3001,Checking Account,3735.06,0.0,As pressure actually.,REF899HS358,USD,BANK_STMT_2025-07
GL000013,2025-07-16,1002,Savings,995.33,0.0,Require human public health tonight.,REF713bL315,USD,BANK_STMT_2025-07
GL000183,2025-07-26,3001,Revenue,0.0,4444.71,Look concern huge five same.,REF793Yz564,USD,BANK_STMT_2025-07
GL000369,2025-07-23,2001,Checking Account,0.0,379.8077314166354,History cover prevent now way next newspaper.,REF195kY761,USD,BANK_STMT_2025-07
GL000882,2025-06-27,1002,Cash,2233.61,0.0,Question feel wife theory shake too medical.,REF664bk969,USD,BANK_STMT_2025-06
GL000616,2025-06-29,1001,Cash,5674.79,0.0,Major cost attorney white exist do process attorney.,REF058Az025,USD,BANK_STMT_2025-06
GL000224,2025-07-21,2001,Cash,6477.36,0.0,Learn security oil measure PM hour.,REF990sq623,USD,BANK_STMT_2025-07
GL000573,2025-06-25,2001,Cash,0.0,5433.96,Popular be western my.,REF098bh378,USD,BANK_STMT_2025-06
GL000971,2025-07-08,1002,Checking Account,0.0,326.35,Instead hour season girl small system of mission.,REF660bO392,USD,BANK_STMT_2025-07
GL000654,2025-07-17,1001,Savings,9128.85,0.0,During color want record black.,REF025Uq643,USD,BANK_STMT_2025-07
GL000546,2025-07-19,1001,Savings,0.0,5784.7,Source because career course staff receive.,REF303BO723,USD,BANK_STMT_2025-07
GL000583,2025-07-18,3001,Checking Account,876.27,0.0,Game least outside administration reality position.,REF097AJ002,USD,BANK_STMT_2025-07
GL000634,2025-06-28,1001,Checking Account,4359.56,0.0,Seek director run garden day.,REF033ul968,USD,BANK_STMT_2025-06
GL000177,2025-07-03,3001,Savings,0.0,6590.13,Western however similar ahead event yeah make green.,REF662XN961,USD,BANK_STMT_2025-07
GL000666,2025-07-20,2001,Cash,7960.76,0.0,Bar majority protect meeting.,REF099SV974,USD,BANK_STMT_2025-07
GL000674,2025-07-04,1002,Savings,0.0,1436.78,Price star painting information child yeah its.,REF093Ih141,USD,BANK_STMT_2025-07
GL000586,2025-07-12,2001,Revenue,5244.13,0.0,Field response doctor management guy exactly toward religious.,REF303KG614,USD,BANK_STMT_2025-07
GL000874,2025-06-30,1001,Cash,0.0,1126.11,Not leg break bed.,REF125Ya902,USD,BANK_STMT_2025-06
GL000394,2025-07-17,1001,Checking Account,0.0,5574.82,Minute later still.,REF038Jy860,USD,BANK_STMT_2025-07
GL000164,2025-06-27,2001,Cash,0.0,2050.16,Owner them could seven right next look thank.,REF540VW331,USD,BANK_STMT_2025-06
GL000249,2025-07-06,3001,Revenue,0.0,4918.02140487932,Maybe too song.,REF921nZ722,USD,BANK_STMT_2025-07
GL000635,2025-07-21,2001,Savings,0.0,5874.704806484811,Picture ask man west appear yeah.,REF321Yn298,USD,BANK_STMT_2025-07
GL000886,2025-06-29,1002,Checking Account,1182.23,0.0,Recognize tree protect story relationship several.,REF162Xu526,USD,BANK_STMT_2025-06
GL000670,2025-07-14,3001,Cash,9779.14,0.0,Woman media hair name.,REF603Ys408,USD,BANK_STMT_2025-07
GL000376,2025-06-29,3001,Revenue,0.0,9626.24,Floor north force.,REF320KG679,USD,BANK_STMT_2025-06
GL000413,2025-07-14,2001,Revenue,0.0,7842.2,Break financial analysis summer the four threat.,REF184On094,USD,BANK_STMT_2025-07
GL000075,2025-07-22,1002,Savings,0.0,2060.35,Compare car much will most tree.,REF247De451,USD,BANK_STMT_2025-07
GL000114,2025-07-01,2001,Revenue,0.0,1820.49,Investment pass drive indicate professor.,REF185GY188,USD,BANK_STMT_2025-07
GL000599,2025-07-11,1002,Revenue,4041.92,0.0,System not friend federal forget bit.,REF073DN033,USD,BANK_STMT_2025-07
GL000962,2025-07-20,3001,Checking Account,0.0,4891.73,Hope miss instead live focus.,REF401nU484,USD,BANK_STMT_2025-07
GL000391,2025-07-12,1001,Cash,0.0,314.3,Grow read live.,REF897FE526,USD,BANK_STMT_2025-07
GL000105,2025-07-08,1002,Revenue,0.0,1113.99,Their four old center glass whose recognize hot.,REF914iQ865,USD,BANK_STMT_2025-07
GL000115,2025-07-19,3001,Checking Account,9268.06,0.0,Never hospital like player wonder effect administration.,REF153ic195,USD,BANK_STMT_2025-07
GL000418,2025-07-09,2001,Savings,0.0,397.9,Like water century time election guy contain.,REF557Eh701,USD,BANK_STMT_2025-07
GL000526,2025-07-12,1002,Revenue,0.0,2597.96,Positive phone trade wind cup red collection.,REF696fx942,USD,BANK_STMT_2025-07
GL000458,2025-07-19,1002,Cash,0.0,754.11,Section together discover body direction.,REF363EL631,USD,BANK_STMT_2025-07
GL000410,2025-07-22,1002,Cash,2563.19,0.0,Number hope organization ten.,REF450Fp461,USD,BANK_STMT_2025-07
GL000093,2025-07-14,1002,Cash,0.0,7746.07,Since nothing be apply church pay.,REF147CA679,USD,BANK_STMT_2025-07
GL000931,2025-07-22,2001,Checking Account,1012.632409525694,0.0,Window short affect region.,REF344BY505,USD,BANK_STMT_2025-07
GL000090,2025-07-16,1001,Cash,0.0,3728.07,Medical choice lot suggest glass news boy.,REF493NR689,USD,BANK_STMT_2025-07
GL000337,2025-07-25,3001,Revenue,0.0,3298.27,When summer he firm together thing off.,REF472oW846,USD,BANK_STMT_2025-07
GL000989,2025-07-12,1002,Savings,5455.57,0.0,His agree toward nor teacher western.,REF397wg283,USD,BANK_STMT_2025-07
GL000922,2025-07-14,1002,Revenue,0.0,268.75,Safe true town car few.,REF333Dg997,USD,BANK_STMT_2025-07
GL000934,2025-07-20,2001,Checking Account,4853.87,0.0,Mrs just exist line thing.,REF156tK229,USD,BANK_STMT_2025-07
GL000606,2025-07-21,1002,Cash,3831.69,0.0,Ask meet seem population meeting material less focus.,REF587Lz774,USD,BANK_STMT_2025-07
GL000594,2025-07-04,3001,Checking Account,4991.19,0.0,I pay in ten skin perhaps.,REF767gv699,USD,BANK_STMT_2025-07
GL000612,2025-06-29,3001,Cash,4905.748728866632,0.0,Listen middle skill serious reveal.,REF751XS536,USD,BANK_STMT_2025-06
GL000095,2025-07-15,3001,Checking Account,5314.34,0.0,Account feeling deep case.,REF445VB107,USD,BANK_STMT_2025-07
GL000012,2025-07-15,2001,Cash,0.0,7512.341647905081,Within mouth call process.,REF824nI896,USD,BANK_STMT_2025-07
GL000397,2025-06-26,1002,Revenue,0.0,685.54,Bed food possible represent clearly run before.,REF751Nk868,USD,BANK_STMT_2025-06
GL000534,2025-07-16,1001,Cash,0.0,2990.78,Employee relationship job yet until American ground.,REF877hw712,USD,BANK_STMT_2025-07
GL000044,2025-07-20,2001,Revenue,7920.24,0.0,Sure outside building worker site.,REF586Pv518,USD,BANK_STMT_2025-07
GL000043,2025-07-03,1001,Checking Account,1939.42,0.0,White responsibility sing clearly find official up office.,REF663gS193,USD,BANK_STMT_2025-07
GL000330,2025-07-03,2001,Revenue,4592.04,0.0,Member recognize past purpose growth pretty wish beautiful.,REF465mH669,USD,BANK_STMT_2025-07
GL000168,2025-07-16,3001,Checking Account,8040.51,0.0,College result major true my politics.,REF080Ai100,USD,BANK_STMT_2025-07
GL000498,2025-07-13,1002,Revenue,2816.57,0.0,Budget house reason within.,REF215Mz353,USD,BANK_STMT_2025-07
GL000877,2025-07-02,2001,Revenue,7455.45,0.0,Official give politics last piece story.,REF096nS289,USD,BANK_STMT_2025-07
GL000598,2025-07-19,2001,Savings,0.0,8498.46,Instead crime customer.,REF315MS377,USD,BANK_STMT_2025-07
GL000757,2025-07-21,3001,Checking Account,3612.29,0.0,Third interest section staff performance parent.,REF639Ck551,USD,BANK_STMT_2025-07
GL000101,2025-07-19,3001,Cash,0.0,1291.4,Light place someone option.,REF581cd477,USD,BANK_STMT_2025-07
GL000427,2025-06-29,1002,Cash,2698.72,0.0,Window career case south team throw.,REF969BJ278,USD,BANK_STMT_2025-06
GL000179,2025-07-09,3001,Revenue,0.0,3078.71,Growth especially car cost large never.,REF610fM158,USD,BANK_STMT_2025-07
GL000445,2025-07-04,3001,Cash,872.69,0.0,Long identify road speech audience difficult his.,REF719Rt855,USD,BANK_STMT_2025-07
GL000417,2025-07-03,3001,Revenue,4805.25,0.0,Stage require provide move wind sense.,REF792Dt171,USD,BANK_STMT_2025-07
GL000871,2025-07-10,1002,Cash,0.0,1839.44,Fire teach everyone system.,REF905Ux529,USD,BANK_STMT_2025-07
GL000883,2025-07-11,2001,Checking Account,0.0,1310.26,Coach feel others recently model week nothing.,REF225YX014,USD,BANK_STMT_2025-07
GL000681,2025-06-29,2001,Checking Account,6283.53,0.0,Recently if pattern treat second research reflect.,REF538Ck909,USD,BANK_STMT_2025-06
GL000178,2025-07-21,1002,Revenue,0.0,4961.52,Something require bank child Republican.,REF265at511,USD,BANK_STMT_2025-07
GL000396,2025-07-24,3001,Cash,177.02,0.0,Bed may conference one thus national hotel.,REF570Tm279,USD,BANK_STMT_2025-07
GL000912,2025-07-19,1001,Revenue,0.0,94.91,Guy respond memory.,REF761WL124,USD,BANK_STMT_2025-07
GL000794,2025-07-08,1001,Savings,9692.51,0.0,Identify work star success national.,REF979Ob162,USD,BANK_STMT_2025-07
GL000961,2025-07-04,3001,Revenue,0.0,4863.01,Coach city quite play teacher difficult us.,REF289dz634,USD,BANK_STMT_2025-07
GL000685,2025-06-28,1001,Savings,9238.82,0.0,Method child buy maintain choose prevent difficult.,REF654IZ562,USD,BANK_STMT_2025-06
GL000384,2025-07-03,3001,Savings,9506.06,0.0,Pressure across home even system process ten.,REF046Tg368,USD,BANK_STMT_2025-07
GL000957,2025-07-24,1002,Checking Account,207.52,0.0,Seat pretty method front.,REF245Qg787,USD,BANK_STMT_2025-07
GL000752,2025-07-08,2001,Savings,7459.79,0.0,Energy Congress back suddenly tree.,REF361eF706,USD,BANK_STMT_2025-07
GL000258,2025-07-01,3001,Cash,478.71,0.0,Necessary general study else store bed agree anyone.,REF933PA334,USD,BANK_STMT_2025-07
GL000539,2025-07-22,3001,Cash,387.75140513206355,0.0,Become system clear single expect sell.,REF214RM764,USD,BANK_STMT_2025-07
GL000336,2025-07-11,3001,Savings,0.0,504.25,Their deal dark economic peace.,REF211aW179,USD,BANK_STMT_2025-07
GL000016,2025-07-02,1002,Cash,0.0,7327.04,Eat couple large instead.,REF473gd178,USD,BANK_STMT_2025-07
GL000325,2025-06-30,2001,Checking Account,0.0,2443.05,Reach firm gun choice prepare.,REF448Nr695,USD,BANK_STMT_2025-06
GL000759,2025-07-04,2001,Checking Account,1038.12,0.0,Investment control early Democrat he certain.,REF510nD505,USD,BANK_STMT_2025-07
GL000223,2025-07-20,3001,Savings,2.64,0.0,Support road billion morning draw man.,REF024HA103,USD,BANK_STMT_2025-07
GL000180,2025-07-24,3001,Savings,173.34,0.0,Six tell activity including single right nice yeah.,REF398ir262,USD,BANK_STMT_2025-07
GL000984,2025-07-16,3001,Cash,4283.153273989226,0.0,Form now then watch certain.,REF895TW090,USD,BANK_STMT_2025-07
GL000023,2025-07-14,1002,Checking Account,9941.82,0.0,Data plant enough major town suffer.,REF164Xi005,USD,BANK_STMT_2025-07
GL000357,2025-07-21,1001,Savings,0.0,7956.72,Court success stage stock.,REF136mD730,USD,BANK_STMT_2025-07
GL000667,2025-07-09,3001,Savings,0.0,3894.36,Some Congress machine popular.,REF649eT215,USD,BANK_STMT_2025-07
GL000862,2025-07-07,2001,Checking Account,2045.11,0.0,Choose go next difficult pick until ever star.,REF694qJ596,USD,BANK_STMT_2025-07
GL000341,2025-06-27,1001,Cash,0.0,7157.7,Sport result sound new task.,REF322AF702,USD,BANK_STMT_2025-06
GL000432,2025-07-19,3001,Revenue,0.0,4629.522467013978,Prevent factor say.,REF047eY128,USD,BANK_STMT_2025-07
GL000552,2025-07-13,2001,Savings,262.23,0.0,Perform executive see project.,REF223gY297,USD,BANK_STMT_2025-07
GL000834,2025-07-07,1001,Cash,0.0,926.7,Wear treat piece scientist job serious.,REF229aL812,USD,BANK_STMT_2025-07
GL000204,2025-07-23,1002,Revenue,0.0,4416.090890460014,Stock front official not magazine gas.,REF001kC701,USD,BANK_STMT_2025-07
GL000631,2025-07-21,2001,Revenue,1008.73,0.0,Part one him.,REF389NW030,USD,BANK_STMT_2025-07
GL000094,2025-07-17,2001,Savings,5445.31,0.0,Democratic mention generation book question.,REF978zM403,USD,BANK_STMT_2025-07
GL000559,2025-07-11,1002,Checking Account,0.0,6247.04,Show response military attorney.,REF556zW260,USD,BANK_STMT_2025-07
GL000069,2025-07-08,2001,Cash,8484.72,0.0,Young section its better plant.,REF172uY400,USD,BANK_STMT_2025-07
GL000623,2025-07-09,1001,Cash,0.0,1990.83,Prove less leave bar prevent require.,REF727bM422,USD,BANK_STMT_2025-07
GL000285,2025-07-25,3001,Revenue,4840.82,0.0,Animal clearly cell response.,REF614hz933,USD,BANK_STMT_2025-07
GL000845,2025-06-29,2001,Revenue,0.0,5069.43,What produce girl huge campaign think style.,REF796rG304,USD,BANK_STMT_2025-06
GL000435,2025-06-28,1002,Cash,2322.9,0.0,Produce rise cold official success.,REF041zE027,USD,BANK_STMT_2025-06
GL000154,2025-07-17,1002,Cash,759.22,0.0,Back nor article natural measure of.,REF225Rn871,USD,BANK_STMT_2025-07
GL000076,2025-07-04,1002,Revenue,7308.05,0.0,Senior difficult put purpose.,REF685qI160,USD,BANK_STMT_2025-07
GL000731,2025-07-05,1002,Cash,0.0,1137.88,Teacher husband tax true can happen.,REF955Cq168,USD,BANK_STMT_2025-07
GL000447,2025-07-17,3001,Revenue,0.0,1246.6144443824433,Federal hope blood read main.,REF732UL030,USD,BANK_STMT_2025-07
GL000189,2025-07-02,3001,Revenue,4467.42,0.0,Story role give gas.,REF387CU571,USD,BANK_STMT_2025-07
GL000272,2025-06-29,1002,Checking Account,0.0,1596.44,Buy education reduce day rate act.,REF618Si499,USD,BANK_STMT_2025-06
GL000237,2025-07-20,3001,Cash,5526.69,0.0,Only true similar suffer.,REF515vt691,USD,BANK_STMT_2025-07
GL000488,2025-07-14,3001,Revenue,0.0,6535.08,Include TV clear design me story somebody.,REF898AD881,USD,BANK_STMT_2025-07
GL000118,2025-07-25,2001,Cash,1290.75,0.0,Event son join hundred keep what.,REF527rZ758,USD,BANK_STMT_2025-07
GL000944,2025-06-30,3001,Checking Account,0.0,154.38,Case together keep.,REF607CC360,USD,BANK_STMT_2025-06
GL000513,2025-07-09,3001,Savings,0.0,9860.51,Plant suffer environment expert.,REF249hj363,USD,BANK_STMT_2025-07
GL000826,2025-07-01,3001,Revenue,0.0,3066.31,Happy fact change option.,REF193YL588,USD,BANK_STMT_2025-07
GL000592,2025-07-19,2001,Revenue,1562.29,0.0,Simply people shake personal.,REF911uS006,USD,BANK_STMT_2025-07
GL000127,2025-07-08,1002,Revenue,0.0,2357.95,Moment shoulder statement available win politics last.,REF852Xi892,USD,BANK_STMT_2025-07
GL000117,2025-07-15,1002,Savings,3970.72,0.0,Though firm financial huge spring.,REF740Xd345,USD,BANK_STMT_2025-07
GL000474,2025-07-24,3001,Checking Account,3555.29,0.0,Claim bring year off.,REF745Tc238,USD,BANK_STMT_2025-07
GL000694,2025-06-30,3001,Revenue,0.0,868.79,Produce focus experience.,REF491Fx624,USD,BANK_STMT_2025-06
GL000058,2025-07-23,2001,Revenue,0.0,1335.73,Management ball always it focus economy before.,REF990WW490,USD,BANK_STMT_2025-07
GL000864,2025-07-13,1002,Savings,0.0,3165.25,Everyone southern the protect list collection situation writer.,REF192au227,USD,BANK_STMT_2025-07
GL000913,2025-07-10,3001,Checking Account,3255.98,0.0,Reveal hand prevent center.,REF373PS415,USD,BANK_STMT_2025-07
GL000370,2025-07-25,3001,Cash,1389.07,0.0,Nearly measure price move.,REF975xA585,USD,BANK_STMT_2025-07
GL000269,2025-06-28,3001,Savings,2803.34,0.0,Can himself open cold statement.,REF447vB898,USD,BANK_STMT_2025-06
GL000047,2025-07-07,1001,Savings,0.0,4967.67,From management foot maintain great election.,REF494mf808,USD,BANK_STMT_2025-07
GL000350,2025-07-23,1002,Checking Account,7435.81,0.0,Computer our piece player nor model police.,REF457Ct831,USD,BANK_STMT_2025-07
GL000196,2025-07-03,1001,Cash,0.0,5002.61,White measure manager range indeed style.,REF721sc903,USD,BANK_STMT_2025-07
GL001000,2025-07-02,1002,Cash,4089.3,0.0,Everything too stage major outside phone.,REF607Oh231,USD,BANK_STMT_2025-07
GL000835,2025-07-12,2001,Savings,0.0,1702.01,Have power here just meet open war best.,REF475HL098,USD,BANK_STMT_2025-07
GL000737,2025-06-25,2001,Checking Account,0.0,4434.12,The modern prove else store begin top.,REF542EE356,USD,BANK_STMT_2025-06
GL000264,2025-07-25,1001,Cash,0.0,128.48,Congress best campaign else space several consumer.,REF513AY534,USD,BANK_STMT_2025-07
GL000444,2025-07-04,3001,Cash,8143.87,0.0,Road since affect marriage present a also.,REF642aG569,USD,BANK_STMT_2025-07
GL000676,2025-07-01,1001,Cash,0.0,3545.2,Compare rock fill start.,REF718Jr594,USD,BANK_STMT_2025-07
GL000305,2025-06-29,1001,Checking Account,0.0,4425.45,Section someone support far.,REF245jh088,USD,BANK_STMT_2025-06
GL000342,2025-07-17,2001,Revenue,0.0,4025.91,Yet support military result.,REF744zg890,USD,BANK_STMT_2025-07
GL000967,2025-07-15,1001,Checking Account,0.0,1830.15,Serve different billion young owner out guy.,REF766UU014,USD,BANK_STMT_2025-07
GL000150,2025-07-13,1002,Cash,4315.41,0.0,Compare task today still middle.,REF161up227,USD,BANK_STMT_2025-07
GL000125,2025-06-25,3001,Cash,7743.63,0.0,Republican until point soldier.,REF831YF323,USD,BANK_STMT_2025-06
GL000787,2025-07-14,2001,Savings,0.0,2061.18,Nor quickly follow official.,REF342tt683,USD,BANK_STMT_2025-07
GL000051,2025-07-25,2001,Revenue,2617.43,0.0,Executive beyond create dinner conference add move ever.,REF084aK271,USD,BANK_STMT_2025-07
GL000354,2025-07-01,1002,Revenue,4525.86,0.0,Face PM pay evening.,REF973dI502,USD,BANK_STMT_2025-07
GL000928,2025-07-05,3001,Revenue,424.03,0.0,Short line range until decision public.,REF523NQ622,USD,BANK_STMT_2025-07
GL000143,2025-07-12,2001,Cash,0.0,617.95,Walk word side relate real.,REF757sh584,USD,BANK_STMT_2025-07
GL000471,2025-07-16,1001,Cash,0.0,2317.82,Use listen information scene again country against.,REF385PP695,USD,BANK_STMT_2025-07
GL000400,2025-07-02,1002,Revenue,4246.1360046120535,0.0,Process law kind over according think everything pick.,REF302cj205,USD,BANK_STMT_2025-07
GL000626,2025-07-21,1002,Cash,7848.6,0.0,Any help cut.,REF353Ab310,USD,BANK_STMT_2025-07
GL000321,2025-07-11,2001,Revenue,0.0,973.36,Her car admit mission training.,REF629NM127,USD,BANK_STMT_2025-07
GL000020,2025-07-25,2001,Savings,3752.99,0.0,Bank price north first end prove fire enter.,REF247DN510,USD,BANK_STMT_2025-07
GL000810,2025-07-19,1002,Revenue,0.0,5873.72,Radio scene need appear she receive.,REF668hN217,USD,BANK_STMT_2025-07
GL000791,2025-06-25,3001,Savings,0.0,2955.47,Stop practice four best fact.,REF750VT198,USD,BANK_STMT_2025-06
GL000809,2025-07-24,3001,Checking Account,0.0,4506.83,Along medical practice it.,REF430IM003,USD,BANK_STMT_2025-07
GL000408,2025-06-25,2001,Revenue,0.0,524.12,Population loss physical.,REF857tK608,USD,BANK_STMT_2025-06
GL000538,2025-07-10,1002,Savings,0.0,667.48,Can tell soon executive sometimes season natural.,REF961pX642,USD,BANK_STMT_2025-07
GL000621,2025-07-09,2001,Savings,920.66,0.0,Training in seven building hard.,REF185qn672,USD,BANK_STMT_2025-07
GL000039,2025-06-28,1001,Savings,0.0,4884.74,Mrs same son today major event.,REF706Di562,USD,BANK_STMT_2025-06
GL000176,2025-07-07,3001,Cash,2140.84,0.0,So ready bad seat.,REF501vM631,USD,BANK_STMT_2025-07
GL000246,2025-07-22,2001,Savings,0.0,3343.98,With list break size likely.,REF418yx625,USD,BANK_STMT_2025-07
GL000829,2025-07-13,1001,Revenue,0.0,7324.29,During should gun lay security break.,REF376JG515,USD,BANK_STMT_2025-07
GL000668,2025-07-05,3001,Savings,0.0,1083.08,Continue spend after new movie speech major.,REF898lM131,USD,BANK_STMT_2025-07
GL000755,2025-06-30,1002,Savings,4408.91,0.0,Base reality call event current.,REF158BG477,USD,BANK_STMT_2025-06
GL000859,2025-07-09,1002,Revenue,2611.66,0.0,Industry across brother yet result they even.,REF595sH922,USD,BANK_STMT_2025-07
GL000155,2025-07-24,2001,Checking Account,1031.68,0.0,Major together knowledge argue car indeed nor next.,REF406Le403,USD,BANK_STMT_2025-07
GL000288,2025-07-11,1001,Checking Account,427.42,0.0,Hold over third mean.,REF669vs346,USD,BANK_STMT_2025-07
GL000603,2025-06-26,1001,Cash,2085.366242038813,0.0,Full decision lay hard.,REF528hj961,USD,BANK_STMT_2025-06
GL000570,2025-07-07,3001,Cash,4384.06,0.0,Standard major business give.,REF067Cv949,USD,BANK_STMT_2025-07
GL000744,2025-07-25,3001,Savings,8603.41,0.0,System deep since necessary boy.,REF715ax766,USD,BANK_STMT_2025-07
GL000018,2025-07-15,3001,Revenue,0.0,2488.47,Expect recent room situation product main couple.,REF309dd805,USD,BANK_STMT_2025-07
GL000128,2025-07-09,1002,Checking Account,0.0,1533.62,Me than story million fight class.,REF358mO414,USD,BANK_STMT_2025-07
GL000323,2025-07-22,3001,Checking Account,0.0,4835.97,Miss have analysis morning director sort.,REF659iq916,USD,BANK_STMT_2025-07
GL000256,2025-06-29,1001,Checking Account,0.0,751.3,Find medical career surface.,REF902pc330,USD,BANK_STMT_2025-06
GL000658,2025-06-29,2001,Cash,0.0,2334.38,Side something value call professional opportunity.,REF160js875,USD,BANK_STMT_2025-06
GL000965,2025-07-05,1001,Savings,0.0,4726.86,Minute modern sign out.,REF374Dj189,USD,BANK_STMT_2025-07
GL000191,2025-06-30,1001,Savings,5410.02,0.0,When discussion if continue policy it.,REF093ya796,USD,BANK_STMT_2025-06
GL000116,2025-06-25,2001,Revenue,0.0,6236.874406976902,National spend compare single let receive.,REF221mc704,USD,BANK_STMT_2025-06
GL000617,2025-07-17,3001,Cash,8433.67,0.0,Writer can industry sea.,REF632TQ346,USD,BANK_STMT_2025-07
GL000607,2025-07-02,2001,Checking Account,0.0,7065.07,Power debate thus later doctor despite interesting help.,REF254Wf812,USD,BANK_STMT_2025-07
GL000181,2025-07-02,1001,Cash,0.0,7840.19,Environmental certainly cold every feel.,REF154Nm379,USD,BANK_STMT_2025-07
GL000302,2025-07-23,1001,Revenue,243.78,0.0,Position vote section child learn forward.,REF110eK248,USD,BANK_STMT_2025-07
GL000760,2025-07-22,3001,Savings,0.0,641.49,Somebody together no history own money bill.,REF491uu966,USD,BANK_STMT_2025-07
GL000713,2025-07-03,1002,Checking Account,0.0,4125.16,Small technology within sing.,REF252eh677,USD,BANK_STMT_2025-07
GL000724,2025-07-11,3001,Revenue,497.08,0.0,Action travel could cut upon drive be now.,REF097ft005,USD,BANK_STMT_2025-07
GL000686,2025-07-20,1001,Revenue,2109.11,0.0,Board just style class government.,REF605sc313,USD,BANK_STMT_2025-07
GL000980,2025-07-22,2001,Cash,5000.42,0.0,Floor ground when care team.,REF389TE218,USD,BANK_STMT_2025-07
GL000518,2025-07-02,2001,Cash,2660.14,0.0,Wide keep effect operation make.,REF515Rp867,USD,BANK_STMT_2025-07
GL000985,2025-07-06,2001,Cash,4668.62,0.0,Onto simple audience as including claim.,REF339PF220,USD,BANK_STMT_2025-07
GL000046,2025-07-10,1001,Checking Account,2220.38,0.0,Space Mrs low itself room environmental system store.,REF147NQ379,USD,BANK_STMT_2025-07
GL000910,2025-07-25,1001,Cash,0.0,3244.87,Sound study the training.,REF371HE006,USD,BANK_STMT_2025-07
GL000158,2025-06-28,1001,Savings,0.0,2030.47,Budget year hotel camera without strong.,REF047yo868,USD,BANK_STMT_2025-06
GL000852,2025-07-15,3001,Cash,4099.41,0.0,Create paper fine food mention age.,REF473Ey149,USD,BANK_STMT_2025-07
GL000172,2025-07-04,3001,Cash,3262.59,0.0,President teach service behavior.,REF668Sk700,USD,BANK_STMT_2025-07
GL000017,2025-06-30,2001,Revenue,0.0,1835.26,Structure why unit support coach magazine degree.,REF602qY606,USD,BANK_STMT_2025-06
GL000512,2025-07-16,2001,Revenue,0.0,2687.85,Speak table trade various risk art customer.,REF723Au246,USD,BANK_STMT_2025-07
GL000049,2025-07-01,1001,Checking Account,549.38,0.0,Fill ok list most international.,REF855qo744,USD,BANK_STMT_2025-07
GL000972,2025-07-17,1001,Checking Account,6871.37,0.0,Better turn soon rock support effect.,REF553uD470,USD,BANK_STMT_2025-07
GL000941,2025-07-23,1002,Cash,0.0,3823.89,Across follow character.,REF395XK873,USD,BANK_STMT_2025-07
GL000516,2025-07-13,1001,Cash,0.0,9754.12,Public though however style successful door.,REF981qF898,USD,BANK_STMT_2025-07
GL000953,2025-07-11,1002,Revenue,0.0,7577.77,Cultural despite candidate walk difficult bank believe.,REF649ql133,USD,BANK_STMT_2025-07
GL000481,2025-07-01,1001,Cash,0.0,8519.09,Write moment friend value opportunity heart according.,REF462Wi879,USD,BANK_STMT_2025-07
GL000284,2025-06-27,1002,Revenue,0.0,3741.09,Nice people list price respond box.,REF305Hx548,USD,BANK_STMT_2025-06
GL000719,2025-06-29,1001,Savings,2764.101752979129,0.0,Center each actually store indicate she.,REF728Uv476,USD,BANK_STMT_2025-06
GL000878,2025-06-30,3001,Cash,0.0,5862.8,Get specific someone debate record mean.,REF418Dq343,USD,BANK_STMT_2025-06
GL000226,2025-07-22,1001,Savings,0.0,9760.42,Finish building group show later leg system.,REF124uj903,USD,BANK_STMT_2025-07
GL000027,2025-06-29,1001,Checking Account,608.71,0.0,Environment skin blue the teach.,REF337ob543,USD,BANK_STMT_2025-06
GL000955,2025-06-29,1002,Savings,9543.13,0.0,Security son place.,REF320kz203,USD,BANK_STMT_2025-06
GL000438,2025-07-02,1002,Checking Account,1909.38,0.0,Pressure hospital significant see same.,REF938Ja525,USD,BANK_STMT_2025-07
GL000952,2025-07-02,1002,Revenue,1289.05,0.0,Find light total.,REF258EF591,USD,BANK_STMT_2025-07
GL000365,2025-07-09,1001,Cash,3162.17,0.0,Standard couple raise she child executive important.,REF511il810,USD,BANK_STMT_2025-07
GL000230,2025-07-10,2001,Checking Account,1733.4717174788261,0.0,Item right many him interview government traditional.,REF447NN209,USD,BANK_STMT_2025-07
GL000038,2025-07-02,2001,Revenue,6769.29,0.0,Artist strategy hope show watch affect.,REF967Wy054,USD,BANK_STMT_2025-07
GL000966,2025-07-01,1002,Savings,0.0,7809.647911161389,They senior result themselves.,REF064Lk176,USD,BANK_STMT_2025-07
GL000375,2025-07-07,2001,Cash,0.0,2563.83,Two free they its.,REF139tH060,USD,BANK_STMT_2025-07
GL000470,2025-06-25,1002,Savings,1719.2,0.0,Today eye what body every recent.,REF723AR804,USD,BANK_STMT_2025-06
GL000968,2025-07-05,2001,Savings,4709.07,0.0,Toward policy forget project economy.,REF510LF173,USD,BANK_STMT_2025-07
GL000851,2025-07-06,3001,Savings,6621.5,0.0,Technology baby mean region run.,REF008VL921,USD,BANK_STMT_2025-07
GL000705,2025-06-26,2001,Checking Account,1846.73,0.0,Least spring computer now.,REF240zR422,USD,BANK_STMT_2025-06
GL000842,2025-07-02,1001,Checking Account,5064.67,0.0,Heavy wall pull enter charge sport safe executive.,REF318eF306,USD,BANK_STMT_2025-06
