transaction_id,transaction_date,description,amount,balance,reference_number,transaction_type,channel,currency
TXN000493,2025-07-21,Before suffer walk.,844.33,18674.31,REF955pG289,DEBIT,ATM,USD
TXN000494,2025-07-28,Attention standard shake more respond who commercial.,-375.99,18635.96,REF801xS387,CREDIT,ATM,USD
TXN000495,2025-07-02,Continue pull blue strong wonder interest method imagine.,-3690.54,22118.0,REF517FW182,CREDIT,ATM,USD
TXN000496,2025-06-28,Relate news American foreign break exist.,,28156.77,REF947sB386,CREDIT,MOBILE,USD
TXN000497,2025-06-28,Task thus sort voice happen.,-622.29,20002.18,REF071QR678,DEBIT,ONLINE,USD
TXN000498,2025-07-16,Budget house reason within.,2816.57,34580.48,REF215Mz353,DEBIT,ONLINE,USD
TXN000499,2025-07-06,Do interesting material share.,-483.03,25163.07,REF994QM657,DEBIT,ONLINE,USD
TXN000500,2025-07-11,Would memory challenge lawyer business majority.,-860.57,15687.86,REF320FR101,DEBIT,BRANCH,USD
TXN000501,2025-07-06,Will him quickly.,9163.33,36324.07,REF249QW911,CREDIT,ONLINE,USD
TXN000502,2025-07-12,Should society dark product make energy gas.,-3395.41,15928.24,REF880yC061,CREDIT,BRANCH,USD
TXN000503,2025-07-24,Table kind along computer process single.,4302.88,40399.75,REF276FW246,CREDIT,MOBILE,USD
TXN000504,2025-07-08,Notice make network much.,1459.24,41353.23,REF778zq280,DEBIT,BRANCH,USD
TXN000505,2025-07-08,Opportunity help put short expect article opportunity.,4048.17,35069.32,REF255yg905,CREDIT,BRANCH,USD
TXN000506,2025-07-03,Generation group goal product easy possible.,,48467.54,REF911kb415,CREDIT,MOBILE,USD
TXN000507,2025-07-28,For leave tell nothing top entire receive.,3638.19,12878.79,REF905uK696,CREDIT,BRANCH,USD
TXN000508,2025-07-24,Space beyond push from.,6788.0,18885.76,REF852Bm945,DEBIT,ONLINE,USD
TXN000509,2025-07-19,Player wind away sure degree enter father.,6514.27,2318.89,REF963gL919,CREDIT,ONLINE,USD
TXN000510,2025-07-12,Event note most interview girl baby.,6965.28,41732.81,REF484mA685,DEBIT,MOBILE,USD
TXN000511,2025-07-19,Economy middle public natural thing physical.,2489.55,32033.47,REF829rO737,DEBIT,BRANCH,USD
TXN000512,2025-07-19,Speak table trade various risk art customer.,-2687.85,21733.27,REF723Au246,CREDIT,ATM,USD
TXN000513,2025-07-12,Plant suffer environment expert.,9860.51,24482.5,REF249hj363,CREDIT,MOBILE,USD
TXN000514,2025-07-15,Agree someone financial magazine yard.,-4448.52,48452.97,REF603bq242,DEBIT,ATM,USD
TXN000515,2025-07-22,Probably compare system white magazine.,-1276.54,33570.0,REF001eA594,DEBIT,ATM,USD
TXN000516,2025-07-16,Public though however style successful door.,9754.12,34196.12,REF981qF898,CREDIT,BRANCH,USD
TXN000517,2025-07-28,Draw business southern forget.,6943.47,6191.28,REF963gl632,DEBIT,BRANCH,USD
TXN000518,2025-07-05,Wide keep effect operation make.,2660.14,26421.09,REF515Rp867,DEBIT,MOBILE,USD
TXN000519,2025-07-09,These view guy resource start.,867.01,38844.77,REF090Jy034,DEBIT,BRANCH,USD
,2025-06-28,Police red total rate movement.,2241.57,15476.18,REF376tf064,DEBIT,ATM,USD
TXN000521,2025-07-24,Father teacher civil keep first.,9110.14,7942.08,REF604VA177,CREDIT,BRANCH,USD
TXN000522,2025-07-12,Response theory star station recognize media.,6764.05,26534.63,REF569Sb857,CREDIT,MOBILE,USD
TXN000523,2025-07-01,Political contain kitchen.,1572.49,35141.4,REF206Kf345,CREDIT,ATM,USD
TXN000524,2025-07-07,Citizen might wide store.,-4329.75,35828.17,REF296Vi577,DEBIT,BRANCH,USD
TXN000525,2025-07-18,Community or foreign example base.,-3359.56,40202.46,REF526bb693,DEBIT,ONLINE,USD
TXN000526,2025-07-15,Positive phone trade wind cup red collection.,-2597.96,28432.6,REF696fx942,CREDIT,ONLINE,USD
TXN000527,2025-07-23,Water bring responsibility itself.,1075.71,10038.14,REF771Yr333,CREDIT,MOBILE,USD
TXN000001,2025-06-28,Second high issue deal democratic.,6060.83,44271.77,REF436bs262,CREDIT,MOBILE,USD
TXN000529,2025-07-10,Dog late eat old positive.,-4933.25,11525.01,REF107Rn256,CREDIT,ATM,USD
TXN000530,2025-07-16,Remain save eight believe arrive four.,-3473.72,43726.99,REF375aq990,DEBIT,BRANCH,USD
TXN000531,2025-07-08,People few house he whose nice oil.,-2043.89,6583.79,REF428if757,CREDIT,BRANCH,USD
TXN000532,2025-07-17,Report item employee finish without material.,829.59,20234.66,REF456Wq449,DEBIT,BRANCH,USD
,2025-07-09,Fine throughout firm yes shake character table.,7682.77,31250.77,REF703lc203,CREDIT,ATM,USD
TXN000534,2025-07-19,Employee relationship job yet until American ground.,-2990.78,6775.22,REF877hw712,CREDIT,ATM,USD
TXN000535,2025-07-03,Data exist strong seek.,599.59,7926.57,REF499HX390,CREDIT,MOBILE,USD
TXN000536,2025-07-17,Congress turn east marriage behind forget expect.,-2931.99,19801.79,REF165jb915,DEBIT,MOBILE,USD
TXN000537,2025-07-18,Least remain look pick.,3060.69,46038.89,REF490Cu509,DEBIT,ONLINE,USD
TXN000538,2025-07-13,Can tell soon executive sometimes season natural.,-667.48,10167.83,REF961pX642,CREDIT,ATM,USD
TXN000539,2025-07-25,Become system clear single expect sell.,385.59,1469.59,REF214RM764,DEBIT,ONLINE,USD
TXN000540,2025-07-24,Grow benefit happen customer.,759.16,28517.52,REF767Bf499,CREDIT,MOBILE,USD
TXN000541,2025-07-19,Specific pass its international American game.,2375.89,35796.98,REF732fs788,CREDIT,MOBILE,USD
TXN000542,2025-07-03,Join trade local chance campaign total success.,-3759.94,2512.17,REF864ec908,DEBIT,BRANCH,USD
TXN000543,2025-06-29,Blue interesting behind produce nothing effect effort.,-877.21,27342.82,REF180Yl172,DEBIT,MOBILE,USD
TXN000544,2025-07-16,And indicate region finish right serious.,6137.77,38530.06,REF794lf523,DEBIT,ATM,USD
TXN000545,2025-07-06,Else pull its adult house actually pretty least.,6626.7,41340.86,REF697xS499,CREDIT,ATM,USD
TXN000546,2025-07-22,Source because career course staff receive.,5784.7,27771.31,REF303BO723,CREDIT,ATM,USD
TXN000547,2025-07-21,Course feeling leg listen against coach check.,7451.06,37815.93,REF777pm079,CREDIT,ATM,USD
TXN000548,2025-07-12,Notice street anything account piece.,-1057.77,43247.78,REF667sc998,DEBIT,MOBILE,USD
TXN000549,2025-07-25,Hundred message right very toward test discussion.,9909.37,39005.95,REF080Je695,DEBIT,ONLINE,USD
TXN000550,2025-07-23,Throughout individual list manager voice.,6064.19,34767.55,REF576Um024,CREDIT,ONLINE,USD
TXN000551,2025-07-17,Gas discussion detail training fund own successful.,-2911.48,11124.36,REF724YE665,DEBIT,ATM,USD
TXN000552,2025-07-16,Perform executive see project.,262.23,14773.17,REF223gY297,DEBIT,BRANCH,USD
TXN000553,2025-07-20,Wall management doctor news yourself grow.,-610.48,29064.04,REF452Ze280,DEBIT,ONLINE,USD
TXN000554,2025-07-28,Issue pay building difference election future.,6251.41,21168.21,REF508MQ428,DEBIT,BRANCH,USD
TXN000555,2025-07-25,Relationship unit just lead.,4838.44,35369.9,REF119cG918,DEBIT,ONLINE,USD
TXN000001,2025-07-02,Cold brother day gun.,5670.92,41595.61,REF478Px712,CREDIT,MOBILE,USD
TXN000557,2025-07-02,Standard but dark wide shoulder according.,3661.38,14167.14,REF754rx821,CREDIT,MOBILE,USD
TXN000558,2025-07-12,Guess professor charge send instead direction.,-3867.26,39935.33,REF666bC785,DEBIT,MOBILE,USD
TXN000559,2025-07-14,Show response military attorney.,6247.04,35040.48,REF556zW260,CREDIT,MOBILE,USD
TXN000560,2025-07-28,Produce political total.,2320.67,29515.82,REF084tU668,DEBIT,MOBILE,USD
TXN000561,2025-07-18,Training account evidence month turn record.,4962.16,18552.91,REF738Sw997,DEBIT,MOBILE,USD
TXN000562,2025-07-04,Simple thing base Mr hope rest.,9521.93,41417.53,REF288GJ431,CREDIT,BRANCH,USD
,2025-07-08,Miss serious civil agreement someone.,7425.15,17550.0,REF943hU468,DEBIT,MOBILE,USD
TXN000564,2025-07-23,Success employee medical buy.,156.09,34445.04,REF174vp907,DEBIT,ATM,USD
TXN000565,2025-07-01,Not thus physical mouth other go expect size.,,41998.41,REF926uH831,DEBIT,ATM,USD
TXN000566,2025-07-27,Court sing lawyer chair international include begin interesting.,7864.77,22623.01,REF273RH715,DEBIT,MOBILE,USD
TXN000567,2025-07-04,Open million house enough material interest.,9935.41,45560.95,REF776iF228,CREDIT,ONLINE,USD
TXN000568,2025-07-25,Can relate tell brother defense list second.,8990.88,14426.95,REF851hx961,CREDIT,BRANCH,USD
TXN000569,2025-06-30,Face mission brother figure hear family agreement.,577.66,45286.21,REF229sn604,DEBIT,ATM,USD
TXN000570,2025-07-10,Standard major business give.,4384.06,36573.43,REF067Cv949,DEBIT,MOBILE,USD
TXN000571,2025-07-18,Little result paper seven measure leave.,-3632.01,5664.0,REF772QN519,DEBIT,MOBILE,USD
TXN000572,2025-06-30,Hold too fund animal provide kitchen.,-3009.5,12083.35,REF412JP094,CREDIT,ATM,USD
TXN000573,2025-06-28,Popular be western my.,5433.96,41038.34,REF098bh378,CREDIT,ONLINE,USD
TXN000574,2025-07-13,Conference affect skill early relationship thought know.,-3937.58,19770.43,REF895Fb690,DEBIT,ATM,USD
TXN000575,2025-07-08,Join increase teacher fish either boy.,513.43,15663.51,REF182qX422,CREDIT,ONLINE,USD
TXN000576,2025-07-18,Child weight question arrive.,9894.1,7999.8,REF520gu046,DEBIT,ONLINE,USD
TXN000577,2025-07-12,Include food heart still.,267.82,11439.72,REF103pF399,DEBIT,MOBILE,USD
TXN000578,2025-07-17,Sell his boy art let imagine machine.,5298.49,43138.16,REF630Rg489,DEBIT,ATM,USD
TXN000579,2025-07-02,Several prepare by nothing land.,6286.68,29889.12,REF832Yp582,CREDIT,BRANCH,USD
TXN000580,2025-07-28,Weight which new among spend which per.,1440.83,39762.76,REF200qR749,DEBIT,BRANCH,USD
TXN000581,2025-07-18,Yourself successful defense subject example claim.,-3736.27,28116.43,REF891Sh416,CREDIT,ATM,USD
TXN000582,2025-07-25,Rise your there decision.,7706.05,43915.53,REF855pQ474,DEBIT,ONLINE,USD
TXN000583,2025-07-21,Game least outside administration reality position.,876.27,32662.32,REF097AJ002,DEBIT,MOBILE,USD
TXN000584,2025-07-10,Several Mrs skin power back all story.,-3308.85,25479.54,REF715yl695,DEBIT,ATM,USD
TXN000585,2025-07-09,By have cover.,9008.87,7467.16,REF030fN453,CREDIT,BRANCH,USD
TXN000586,2025-07-15,Field response doctor management guy exactly toward religious.,5244.13,38373.57,REF303KG614,DEBIT,ATM,USD
TXN000587,2025-07-16,Color create school public owner compare open.,,13847.08,REF124UY938,DEBIT,ATM,USD
TXN000588,2025-07-28,Court question yeah realize mouth.,6839.35,25823.92,REF487uB060,CREDIT,MOBILE,USD
TXN000589,2025-07-20,Ever quite level guess service this.,1034.16,32386.33,REF304ua687,DEBIT,BRANCH,USD
TXN000590,2025-06-30,Create bank occur agent scene within.,-351.4,26053.93,REF613te325,DEBIT,ONLINE,USD
TXN000591,2025-07-15,Personal agreement it agency something various subject east.,-98.75,29735.42,REF735Yp058,DEBIT,BRANCH,USD
TXN000592,2025-07-20,Simply people shake personal.,1562.29,47717.97,REF911uS006,DEBIT,ATM,USD
TXN000593,2025-07-05,Site artist sort area.,-3706.81,22289.7,REF961ds108,CREDIT,ATM,USD
TXN000594,2025-07-07,I pay in ten skin perhaps.,4991.19,33244.57,REF767gv699,DEBIT,ATM,USD
TXN000001,2025-06-28,Law foreign court.,5618.51,35373.48,REF109Ki193,DEBIT,MOBILE,USD
TXN000596,2025-07-28,Eight inside right know during someone art.,200.58,26343.92,REF496LI854,CREDIT,ONLINE,USD
TXN000597,2025-07-09,Challenge final garden hard.,-3096.04,39275.08,REF089GJ203,CREDIT,ATM,USD
TXN000598,2025-07-22,Instead crime customer.,8498.46,17415.54,REF315MS377,CREDIT,BRANCH,USD
TXN000599,2025-07-14,System not friend federal forget bit.,-4041.92,35903.84,REF073DN033,DEBIT,MOBILE,USD
TXN000600,2025-07-12,Dream same weight former science.,2661.73,3716.52,REF362ew050,DEBIT,BRANCH,USD
TXN000601,2025-07-03,Never central key.,-1173.26,6042.34,REF950sl033,DEBIT,ONLINE,USD
TXN000602,2025-07-21,Those responsibility fund never condition.,2632.37,3157.86,REF024yP102,DEBIT,ONLINE,USD
TXN000603,2025-06-29,Full decision lay hard.,,19765.99,REF528hj961,DEBIT,ONLINE,USD
TXN000604,2025-07-27,Some court her hear.,,2732.82,REF963mI099,CREDIT,ONLINE,USD
TXN000605,2025-07-08,Smile foreign apply somebody their.,-1276.05,45876.88,REF897YQ317,CREDIT,BRANCH,USD
TXN000606,2025-07-24,Ask meet seem population meeting material less focus.,-3831.69,19267.6,REF587Lz774,DEBIT,ONLINE,USD
TXN000607,2025-07-05,Power debate thus later doctor despite interesting help.,7065.07,49089.28,REF254Wf812,CREDIT,ATM,USD
TXN000608,2025-07-26,Know goal once let perform.,1976.41,14833.04,REF677ZF665,CREDIT,BRANCH,USD
TXN000609,2025-06-30,Event agent kid enter away top.,3296.37,1390.49,REF488og814,DEBIT,BRANCH,USD
TXN000610,2025-07-16,Author although customer cultural.,6767.61,37239.22,REF544iW439,DEBIT,MOBILE,USD
TXN000611,2025-07-09,Treatment across federal state situation identify if.,,25174.67,REF907oo826,DEBIT,ONLINE,USD
TXN000612,2025-07-02,Listen middle skill serious reveal.,-4904.33,21091.77,REF751XS536,DEBIT,BRANCH,USD
TXN000613,2025-07-18,Decide last next hear officer campaign.,,43982.73,REF075BR536,CREDIT,ATM,USD
TXN000614,2025-07-22,Several real federal only nothing allow.,4859.56,42601.29,REF225Kz999,CREDIT,ATM,USD
TXN000615,2025-07-04,Daughter hospital move could board notice.,2947.22,12670.21,REF741lc218,CREDIT,ATM,USD
TXN000616,2025-07-02,Major cost attorney white exist do process attorney.,5674.79,5558.31,REF058Az025,DEBIT,MOBILE,USD
TXN000617,2025-07-20,Writer can industry sea.,8433.67,23464.44,REF632TQ346,DEBIT,ATM,USD
TXN000618,2025-07-14,City offer financial data respond learn cut.,-2997.29,41178.18,REF271Hv693,DEBIT,ATM,USD
TXN000619,2025-07-11,These least office say explain thing lead.,4936.66,7404.71,REF469lN263,CREDIT,BRANCH,USD
TXN000620,2025-07-25,Leader treat contain notice hour watch.,-274.87,40240.02,REF324SU841,CREDIT,BRANCH,USD
TXN000621,2025-07-12,Training in seven building hard.,-920.66,4659.68,REF185qn672,DEBIT,ONLINE,USD
TXN000622,2025-07-22,And ago police put left gas human.,6552.2,6339.67,REF360Ti041,DEBIT,ONLINE,USD
TXN000623,2025-07-12,Prove less leave bar prevent require.,1990.83,20919.12,REF727bM422,CREDIT,ONLINE,USD
TXN000624,2025-07-12,Concern buy scientist collection.,-375.38,13985.39,REF042nT752,DEBIT,ATM,USD
TXN000625,2025-07-03,Throughout mother kind.,7113.95,15906.53,REF081dM647,DEBIT,ONLINE,USD
TXN000626,2025-07-24,Any help cut.,7848.6,8267.87,REF353Ab310,DEBIT,BRANCH,USD
TXN000627,2025-07-10,Front court protect.,2701.9,34181.99,REF312Gg206,CREDIT,ONLINE,USD
TXN000628,2025-06-28,Follow phone person various house into.,9281.45,42875.46,REF331az552,DEBIT,ATM,USD
TXN000629,2025-07-12,Activity defense detail price everything perhaps.,-3471.39,39896.68,REF013Fg649,DEBIT,ATM,USD
TXN000630,2025-06-29,Social two notice edge behind food piece.,7455.58,49145.79,REF625ev257,DEBIT,ONLINE,USD
TXN000631,2025-07-24,Part one him.,1008.73,34627.98,REF389NW030,DEBIT,BRANCH,USD
TXN000632,2025-07-27,Final scene serious people.,7191.21,2068.21,REF025jy743,DEBIT,ONLINE,USD
TXN000633,2025-07-26,Politics draw rise write kitchen.,4689.8,40655.63,REF524YA508,DEBIT,BRANCH,USD
,2025-07-01,Seek director run garden day.,-4359.56,23588.75,REF033ul968,DEBIT,MOBILE,USD
TXN000635,2025-07-24,Picture ask man west appear yeah.,5866.46,25310.19,REF321Yn298,CREDIT,MOBILE,USD
TXN000636,2025-07-03,Medical international level clearly culture.,309.15,45506.91,REF629KC344,CREDIT,BRANCH,USD
TXN000637,2025-07-12,Even sit bag win huge.,8251.36,2697.82,REF277VB689,DEBIT,BRANCH,USD
TXN000638,2025-07-13,Standard soldier after high.,1179.88,27983.74,REF149Ul828,DEBIT,ATM,USD
TXN000639,2025-07-06,Herself figure exist no lose.,745.23,21542.51,REF527aa323,DEBIT,ATM,USD
TXN000640,2025-07-10,Room hear identify indeed house score himself.,6728.74,18596.49,REF491yK601,CREDIT,BRANCH,USD
TXN000641,2025-07-27,Create job effort tree.,3484.77,16758.62,REF587BV506,CREDIT,ONLINE,USD
TXN000642,2025-06-28,Drug alone spend piece put.,-216.84,11731.99,REF249pM724,CREDIT,ATM,USD
TXN000643,2025-07-23,Weight success activity side popular true huge only.,9872.97,26942.18,REF183qS626,DEBIT,ONLINE,USD
TXN000644,2025-07-01,May mouth though only safe.,-1282.14,12816.49,REF119Vn524,DEBIT,ONLINE,USD
TXN000645,2025-07-16,Recognize according collection man best similar.,7697.58,40072.14,REF686lx462,CREDIT,ONLINE,USD
TXN000646,2025-07-03,Region cup consider way.,-1451.73,16582.21,REF793Vl230,CREDIT,ATM,USD
TXN000647,2025-07-20,Else total impact phone person.,5508.41,47430.38,REF214re161,DEBIT,ONLINE,USD
TXN000648,2025-07-24,Ahead doctor magazine set act entire.,9820.09,44199.69,REF090Ya138,CREDIT,BRANCH,USD
TXN000649,2025-07-03,Owner would seven usually list front.,2356.55,5422.61,REF655xQ553,DEBIT,ONLINE,USD
TXN000650,2025-06-28,Her arm green form beyond lead.,2896.73,1033.49,REF620rS918,DEBIT,ONLINE,USD
TXN000651,2025-07-08,Happy peace probably little including.,5754.06,46020.26,REF305ZV050,CREDIT,ATM,USD
TXN000652,2025-06-28,Question do machine school soldier give.,-2784.32,35530.12,REF716Tj493,DEBIT,ATM,USD
TXN000653,2025-07-25,Then size respond all marriage beautiful strategy.,2894.42,18879.6,REF872QI717,DEBIT,BRANCH,USD
TXN000654,2025-07-20,During color want record black.,9128.85,20384.18,REF025Uq643,DEBIT,BRANCH,USD
TXN000655,2025-07-07,Week provide program two plant man somebody.,-160.95,48817.17,REF539yT915,CREDIT,MOBILE,USD
TXN000656,2025-07-18,President size whom join do else.,-240.75,35651.96,REF411mV159,CREDIT,ONLINE,USD
TXN000657,2025-07-19,Of camera finish herself.,3834.25,9592.23,REF040yB983,CREDIT,BRANCH,USD
TXN000658,2025-07-02,Side something value call professional opportunity.,-2334.38,1088.1,REF160js875,CREDIT,ATM,USD
TXN000659,2025-07-03,Matter lay own certainly program.,4035.83,46130.87,REF095rT481,DEBIT,ATM,USD
TXN000660,2025-07-27,Long stock manager region heavy wonder four.,2442.78,17227.25,REF330tQ276,DEBIT,ONLINE,USD
TXN000661,2025-07-09,Yard nature front question.,9735.69,9226.48,REF566sS184,DEBIT,BRANCH,USD
TXN000662,2025-07-12,Red nature best food social.,-4829.07,11274.53,REF047CS292,DEBIT,BRANCH,USD
TXN000663,2025-07-06,Fact certain design security same across rise.,6805.3,36300.27,REF912dg662,DEBIT,MOBILE,USD
TXN000664,2025-07-12,Wind conference appear woman practice order.,5988.77,48485.99,REF263zF013,CREDIT,MOBILE,USD
TXN000665,2025-07-26,Read west present heart reality.,680.69,27755.17,REF176ah475,DEBIT,MOBILE,USD
TXN000666,2025-07-23,Bar majority protect meeting.,7960.76,32897.51,REF099SV974,DEBIT,ONLINE,USD
TXN000001,2025-07-12,Some Congress machine popular.,-3894.36,42442.36,REF649eT215,CREDIT,ATM,USD
TXN000668,2025-07-08,Continue spend after new movie speech major.,-1083.08,6131.53,REF898lM131,CREDIT,ONLINE,USD
TXN000669,2025-07-26,Accept language fire always.,631.87,36867.27,REF932Wc184,DEBIT,BRANCH,USD
TXN000670,2025-07-17,Woman media hair name.,9779.14,44768.08,REF603Ys408,DEBIT,MOBILE,USD
TXN000671,2025-07-28,Knowledge officer reason mission worry goal Mrs.,4804.53,30758.56,REF310jt303,CREDIT,ONLINE,USD
TXN000672,2025-06-29,Whatever own democratic grow campaign.,-3481.13,11071.97,REF961yP844,DEBIT,MOBILE,USD
TXN000673,2025-07-20,Hundred bar effect international.,3311.69,46353.11,REF283Tx143,CREDIT,BRANCH,USD
TXN000674,2025-07-07,Price star painting information child yeah its.,-1436.78,3432.14,REF093Ih141,CREDIT,ONLINE,USD
TXN000675,2025-06-29,Image forget become training sing chair something.,412.43,21952.69,REF401gY636,CREDIT,MOBILE,USD
TXN000676,2025-07-04,Compare rock fill start.,-3545.2,11140.7,REF718Jr594,CREDIT,ATM,USD
TXN000677,2025-07-13,Between answer fish sell Congress south question small.,7656.54,16109.32,REF896qa792,CREDIT,MOBILE,USD
TXN000678,2025-07-13,Require price central nothing environment truth police.,8423.16,13985.22,REF539Cw672,CREDIT,ONLINE,USD
TXN000679,2025-07-09,Maybe every into walk thing sport figure.,8282.39,19100.68,REF146eU511,CREDIT,ATM,USD
TXN000680,2025-07-06,War close arm sea never.,1596.11,13906.64,REF706FG827,CREDIT,ATM,USD
TXN000681,2025-07-02,Recently if pattern treat second research reflect.,6283.53,33705.95,REF538Ck909,DEBIT,BRANCH,USD
TXN000682,2025-07-23,Tough company happen card government anything many.,3121.74,48564.57,REF251Xh538,DEBIT,ATM,USD
TXN000683,2025-07-24,Federal family defense scene notice.,806.59,26606.53,REF348Fd079,CREDIT,ONLINE,USD
TXN000684,2025-07-13,Accept leave fear blue glass reveal.,-517.22,20345.41,REF650mf167,DEBIT,ONLINE,USD
TXN000685,2025-07-01,Method child buy maintain choose prevent difficult.,9238.82,23002.95,REF654IZ562,DEBIT,ONLINE,USD
,2025-07-23,Board just style class government.,-2109.11,3091.12,REF605sc313,DEBIT,MOBILE,USD
TXN000687,2025-07-04,House season too civil.,9959.04,31734.08,REF374JF167,CREDIT,BRANCH,USD
TXN000688,2025-07-27,Foot share think maybe.,5906.55,40559.84,REF621jw102,DEBIT,MOBILE,USD
TXN000001,2025-07-15,Add range appear stop involve others account.,960.32,16980.21,REF744pN716,CREDIT,MOBILE,USD
TXN000690,2025-07-27,Role cost exactly boy.,8101.99,39540.98,REF436SU371,CREDIT,ATM,USD
TXN000691,2025-07-11,Particularly country talk pick chance build husband.,-2755.37,28763.1,REF432mf609,DEBIT,ATM,USD
TXN000692,2025-07-16,Herself modern record.,6693.17,39501.54,REF335GB670,CREDIT,MOBILE,USD
,2025-07-06,Fight especially exactly.,745.65,24793.65,REF563ca502,CREDIT,ATM,USD
TXN000694,2025-07-03,Produce focus experience.,-868.79,8048.78,REF491Fx624,CREDIT,ATM,USD
TXN000695,2025-07-10,Fight best add necessary technology former.,8343.61,17243.21,REF598Pr953,DEBIT,ATM,USD
TXN000696,2025-07-21,Once beautiful blood picture own.,2128.27,14160.63,REF093eI371,CREDIT,ATM,USD
TXN000697,2025-07-08,Garden rise writer dark result analysis court nearly.,7260.79,15849.69,REF485Be571,CREDIT,MOBILE,USD
TXN000698,2025-07-25,Industry use mean against out recent can.,5442.74,5812.65,REF090RI367,DEBIT,ONLINE,USD
TXN000699,2025-07-07,Will close seek his single husband even.,9613.29,22712.42,REF202Sa939,CREDIT,BRANCH,USD
,2025-07-21,Lay remain modern field detail remain need.,1251.59,32632.19,REF230cO834,DEBIT,MOBILE,USD
TXN000701,2025-07-04,Walk everyone card them.,8701.49,20951.35,REF033Pw810,CREDIT,BRANCH,USD
TXN000702,2025-07-24,Painting hard bar relationship near reveal impact particularly.,-4156.91,39783.03,REF500lq534,DEBIT,BRANCH,USD
TXN000703,2025-07-20,Mr without sing.,2601.93,7646.84,REF916nC498,DEBIT,ONLINE,USD
TXN000704,2025-07-04,Food daughter picture teach house.,8127.71,10835.61,REF736fF527,DEBIT,ONLINE,USD
TXN000705,2025-06-29,Least spring computer now.,1846.73,45983.52,REF240zR422,DEBIT,BRANCH,USD
TXN000706,2025-07-09,Could century interview lawyer population I right case.,7352.59,25751.19,REF091ha660,DEBIT,ATM,USD
TXN000707,2025-07-05,Car show environment.,587.0,30108.14,REF900Tf185,DEBIT,MOBILE,USD
TXN000708,2025-07-16,Cause service throughout spring film.,3270.01,17868.2,REF723OI084,CREDIT,ATM,USD
TXN000709,2025-07-07,Again and name bill.,-4588.24,3432.9,REF620By303,DEBIT,ONLINE,USD
TXN000710,2025-07-18,Government expert TV range.,-1623.32,11129.82,REF172sw131,CREDIT,ATM,USD
TXN000711,2025-07-25,Past brother type turn.,6704.55,38611.06,REF092vM268,DEBIT,MOBILE,USD
TXN000712,2025-07-27,Quickly change project feeling.,-3015.29,9486.83,REF451qZ475,DEBIT,ONLINE,USD
TXN000713,2025-07-06,Small technology within sing.,4125.16,47207.24,REF252eh677,CREDIT,MOBILE,USD
TXN000714,2025-07-26,Into risk certain follow camera should good.,647.13,18086.75,REF767iZ695,CREDIT,ONLINE,USD
TXN000715,2025-07-12,Himself near much manage movie.,-467.82,26511.26,REF361KX968,CREDIT,ATM,USD
TXN000716,2025-06-28,Reflect dog able yes admit.,2672.71,33455.42,REF872xX105,CREDIT,BRANCH,USD
TXN000717,2025-07-07,Far century table will.,5266.2,24605.18,REF633hS302,CREDIT,BRANCH,USD
TXN000718,2025-07-18,Help ago who he.,-122.94,14567.36,REF191bj792,CREDIT,ONLINE,USD
TXN000719,2025-07-02,Center each actually store indicate she.,2759.4,12774.8,REF728Uv476,DEBIT,MOBILE,USD
TXN000720,2025-07-19,Sit receive expert choose thing allow.,-206.21,7856.55,REF282RD066,DEBIT,MOBILE,USD
TXN000721,2025-07-07,Represent election occur fill dinner use even.,-1108.61,21509.72,REF186Nd236,CREDIT,ATM,USD
TXN000722,2025-07-16,Hot state wish painting baby.,5621.03,29030.08,REF775dZ662,DEBIT,BRANCH,USD
TXN000723,2025-07-21,Position crime board back owner suggest.,5700.54,34629.59,REF034en281,CREDIT,BRANCH,USD
TXN000724,2025-07-14,Action travel could cut upon drive be now.,-497.08,9329.35,REF097ft005,DEBIT,BRANCH,USD
TXN000725,2025-07-01,Wonder seem when.,2061.71,37305.03,REF835SR652,DEBIT,BRANCH,USD
TXN000726,2025-07-18,Former to me maybe.,-3660.5,18408.89,REF209cs679,CREDIT,MOBILE,USD
TXN000727,2025-07-23,Charge leg those behavior.,8302.65,19212.44,REF332UM288,CREDIT,MOBILE,USD
TXN000728,2025-07-25,Us game size fund growth task issue.,-3233.28,3630.17,REF633jK991,DEBIT,MOBILE,USD
TXN000729,2025-07-26,Yes best address short finally test something time.,-2081.84,6870.98,REF717ke524,CREDIT,BRANCH,USD
,2025-07-11,Office government author represent leave.,-4189.07,42857.75,REF747Fc219,DEBIT,ONLINE,USD
TXN000731,2025-07-08,Teacher husband tax true can happen.,1137.88,28900.78,REF955Cq168,CREDIT,ONLINE,USD
TXN000732,2025-07-08,Per popular scientist.,7935.91,9837.48,REF380yk214,DEBIT,MOBILE,USD
TXN000733,2025-07-08,Human authority hold left behavior letter politics.,4465.49,9664.39,REF711XB216,DEBIT,ATM,USD
TXN000734,2025-07-12,Husband ask garden page defense.,-897.08,38298.47,REF714jE708,DEBIT,ONLINE,USD
TXN000735,2025-07-13,Policy floor all over.,6778.16,39207.87,REF605dn673,DEBIT,MOBILE,USD
TXN000736,2025-07-18,Well raise establish.,1441.15,22022.25,REF212ft146,CREDIT,MOBILE,USD
TXN000737,2025-06-28,The modern prove else store begin top.,-4434.12,10771.3,REF542EE356,CREDIT,ATM,USD
TXN000738,2025-07-26,Read claim recent great realize home act.,-166.8,41828.2,REF931uQ992,DEBIT,ATM,USD
